,Twitter Account,Number of Tweets Ago,Date,Tweet,Compound Score,Positive Score,Neutral Score,Negative Score
142,CBS,43,Mon Jan 08 14:44:01 +0000 2018,"HAPPENING NOW: CBSN holds a panel on the Gold Globes and the women who stood in solidarity with the ""Me Too"" and ""T… https://t.co/ufpQsgLbNo",0.296,0.091,0.909,0.0
143,CBS,44,Mon Jan 08 12:33:31 +0000 2018,DEVELOPING: Fire at New York City's Trump Tower; aerial views show firefighters on the roof https://t.co/LBqYMCa1kG,-0.34,0.0,0.862,0.138
144,CBS,45,Mon Jan 08 09:48:05 +0000 2018,"Ray Thomas, founding member of The Moody Blues, dead at 76 https://t.co/tZXkne6TN5 https://t.co/QML6UFCywH",-0.7783,0.0,0.618,0.382
145,CBS,46,Mon Jan 08 05:48:05 +0000 2018,Powerball: Single ticket sold in New Hampshire wins $570 million jackpot https://t.co/MzxwFIRxRo https://t.co/UVy66NVKVa,0.5719,0.236,0.764,0.0
146,CBS,47,Mon Jan 08 03:21:00 +0000 2018,"@CBSNews ""I want all the girls watching to know: A new day is on the horizon,"" @Oprah says, addressing #MeToo movement at #goldenglobes",0.0772,0.058,0.942,0.0
147,CBS,48,Mon Jan 08 01:32:53 +0000 2018,"RT @CBSThisMorning: #GoldenGlobes winner for Best Performance by an Actress in a Television Series: Rachel Brosnahan in ""The Marvelous Mrs.…",0.9169,0.427,0.573,0.0
148,CBS,49,Sun Jan 07 21:01:01 +0000 2018,"SpaceX kicks off busy year with launch of mysterious government payload named ""Zuma"" https://t.co/c81FwGo3Be https://t.co/886kYhSxO5",0.0,0.0,1.0,0.0
149,CBS,50,Sun Jan 07 15:01:01 +0000 2018,"""SWATting"" prank prompts police to respond to San Francisco home to investigate fake 911 call… https://t.co/xdCMAU6kdL",-0.4767,0.0,0.829,0.171
150,CBS,51,Sun Jan 07 09:48:04 +0000 2018,CDC to hold briefing on how public can prepare for nuclear war https://t.co/zPAh21kkoB https://t.co/A9IIuYcw9T,-0.5994,0.0,0.769,0.231
151,CBS,52,Sun Jan 07 05:14:06 +0000 2018,"""SWATting"" prank 911 call prompts police to respond to San Francisco home https://t.co/xbCf7HIC94 https://t.co/qYN6exr67H",0.0,0.0,1.0,0.0
152,CBS,53,Sun Jan 07 01:03:07 +0000 2018,"Donovan McNabb, Eric Davis out at ESPN after sexual misconduct investigation https://t.co/p5nFbux8oU https://t.co/o7JwNkh8ff",0.0,0.0,1.0,0.0
153,CBS,54,Sat Jan 06 19:40:01 +0000 2018,Plane clips another aircraft at New York's JFK airport as frustrations mount in the wake of this week's winter blas… https://t.co/X8lmbjSjDx,-0.4588,0.0,0.87,0.13
154,CBS,55,Sat Jan 06 16:40:32 +0000 2018,"Thursday's winter storm pummeled the New York City area, but imagine being in the thick of it on a cruise ship in t… https://t.co/wNJAfCxapn",0.0,0.0,1.0,0.0
155,CBS,56,Sat Jan 06 11:33:05 +0000 2018,"Clothing designer meets the sartorial needs of ""not so tall"" men https://t.co/ZC6Cr3bhFI https://t.co/QVtoroXjrW",0.0,0.0,1.0,0.0
156,CBS,57,Sat Jan 06 06:33:05 +0000 2018,Intel CEO sold millions in shares before chip security flaw disclosed https://t.co/xv9s0secuv https://t.co/CX57CzAGus,0.5574,0.295,0.705,0.0
157,CBS,58,Sat Jan 06 01:25:26 +0000 2018,"A good teacher will do almost anything for a student, but few have gone as far as Donna Hoagland:… https://t.co/0E3sZ2Mgf2",0.2382,0.103,0.897,0.0
158,CBS,59,Fri Jan 05 21:45:31 +0000 2018,Manatees are desperately searching for warmer waters as chilly temperatures hit Florida. https://t.co/Kb1GB9jY6P https://t.co/fINFao8hYt,-0.1027,0.131,0.714,0.155
159,CBS,60,Fri Jan 05 17:30:02 +0000 2018,The FBI is conducting an investigation into the Clinton Foundation and whether any donations made to the foundation… https://t.co/KpL27wQ0Bz,0.0,0.0,1.0,0.0
160,CBS,61,Fri Jan 05 13:36:50 +0000 2018,The New Year could give you new ways to improve your regular visits to the doctor. @drtaranarula joins… https://t.co/X4AC2BbhQE,0.4404,0.139,0.861,0.0
161,CBS,62,Fri Jan 05 12:11:06 +0000 2018,Meteorologist @DanielleWBZ4 joins @CBSThisMorning to show us just how cold it is going to get:… https://t.co/bO5cjMhils,0.0,0.0,1.0,0.0
162,CBS,63,Fri Jan 05 08:48:05 +0000 2018,"As the Dow hits 25,000, when will Wall Street's record run come to an end? https://t.co/WCL79VsiLq https://t.co/vTgPAGyPXh",0.0,0.0,1.0,0.0
163,CBS,64,Fri Jan 05 03:45:01 +0000 2018,The family of a 23-year-old pregnant woman fatally shot in 2016 by sheriff's deputies has filed a wrongful-death la… https://t.co/6LtB1sRy30,-0.6369,0.0,0.802,0.198
164,CBS,65,Thu Jan 04 23:29:34 +0000 2018,A warning from the CDC is urging people to be cautious of eating romaine lettuce after nearly 60 people were infect… https://t.co/vDhEK5mKKO,-0.4215,0.0,0.833,0.167
165,CBS,66,Thu Jan 04 19:26:11 +0000 2018,"Reporter: ""What is the president's reaction to the growing number of suggestions in this book and the media that he… https://t.co/3eYuZd9mcs",0.25,0.136,0.864,0.0
166,CBS,67,Thu Jan 04 16:00:03 +0000 2018,New health insurance rule aims to deliver on Trump promise and would make it easier for groups to sponsor health pl… https://t.co/Gieip85cTo,0.6249,0.203,0.797,0.0
167,CBS,68,Thu Jan 04 13:10:39 +0000 2018,Snow is hitting the country’s largest city during the morning rush. New York commuters are slogging through snowfal… https://t.co/ZzgzxmZvN7,0.0,0.0,1.0,0.0
168,CBS,69,Thu Jan 04 12:07:24 +0000 2018,A massive winter storm is slamming the Mid-Atlantic states on Thursday morning. @tonydokoupil reports from Cape May… https://t.co/vYNjl45m8z,0.0,0.0,1.0,0.0
169,CBS,70,Thu Jan 04 08:33:06 +0000 2018,"Paul Sorvino threatens to ""kill"" Harvey Weinstein for allegedly harassing daughter Mira Sorvino… https://t.co/sMN69lxO0Q",-0.7269,0.0,0.663,0.337
170,CBS,71,Thu Jan 04 04:14:01 +0000 2018,Powerball winning numbers announced for $460 million jackpot https://t.co/IJhdMfr4ni https://t.co/QLW1cVVQf2,0.5267,0.274,0.726,0.0
171,CBS,72,Wed Jan 03 22:57:01 +0000 2018,"A timeline of President Trump and Mitt Romney’s relationship, as the former GOP presidential nominee eyes the longe… https://t.co/FdduMSDdVg",0.0,0.0,1.0,0.0
172,CBS,73,Wed Jan 03 18:23:29 +0000 2018,"A brutal winter storm is dumping snow, sleet and freezing rain from normally balmy Florida up the Southeast seaboar… https://t.co/CHCYv1NkOS",-0.7783,0.0,0.672,0.328
173,CBS,74,Wed Jan 03 13:56:44 +0000 2018,American Hockey League player Bobby Butler surprised his dad with some huge news: he made the U.S. Olympic hockey t… https://t.co/QeE7bYdUk7,0.4939,0.181,0.819,0.0
174,CBS,75,Wed Jan 03 12:40:01 +0000 2018,Pittsburgh coach Kevin Stallings to Louisville fan: At least we don't pay our players $100K https://t.co/I2nbiyRHc8 https://t.co/nwFd4RD5EX,0.381,0.193,0.807,0.0
175,CBS,76,Wed Jan 03 12:00:01 +0000 2018,Congress has a full plate of unresolved items left over from late last year -- but the House doesn't return to Wash… https://t.co/IarW3vzlGP,0.0,0.0,1.0,0.0
176,CBS,77,Wed Jan 03 07:56:05 +0000 2018,"Thomas S. Monson, Mormon church president, dead at 90 https://t.co/j7iNeFLc3u https://t.co/lLk274LUcr",-0.6486,0.0,0.699,0.301
177,CBS,78,Wed Jan 03 03:20:01 +0000 2018,"Pres. Trump tweets he will announce awards for most ""dishonest"" and ""corrupt"" media of the year… https://t.co/ypKbUsMJ8k",0.4588,0.158,0.842,0.0
178,CBS,79,Tue Jan 02 22:40:01 +0000 2018,"""I'm very happy about -- thrilled really -- to see the legalization of cannabis in California... At the same time,… https://t.co/m2bcE7stCA",0.7841,0.266,0.734,0.0
179,CBS,80,Tue Jan 02 19:18:27 +0000 2018,"NEW: Utah's Orrin Hatch, the longest-serving GOP senator, announces his retirement. ""Every good fighter knows when… https://t.co/4SLT3uJP2K",0.5423,0.231,0.769,0.0
180,CBS,81,Tue Jan 02 15:47:01 +0000 2018,"At least 16 people, including 9 children, have been hurt in a 7-alarm fire in the Bronx, FDNY says… https://t.co/St9FUhTvB7",-0.7003,0.0,0.734,0.266
181,CBS,82,Tue Jan 02 13:00:01 +0000 2018,"Iran's supreme leader accuses the country's ""enemies"" of causing the largest protests against the Islamic regime in… https://t.co/XliKSeyvJ2",0.0772,0.157,0.655,0.188
182,CBS,83,Tue Jan 02 11:30:01 +0000 2018,A new study is out on the pressure teenage girls feel to send explicit pictures to teenage boys. Psychologist… https://t.co/W6HBb2cSUt,-0.296,0.0,0.891,0.109
183,CBS,84,Tue Jan 02 07:33:06 +0000 2018,"Trump welcomes new year with party, tweets on Pakistan https://t.co/iEBITSNO02 https://t.co/MadslLijnM",0.6597,0.375,0.625,0.0
184,CBS,85,Tue Jan 02 02:20:02 +0000 2018,"Woman adopted by American family said she always wondered where she came from, but didn't get the answers she was l… https://t.co/H4QXGHPpoT",0.0,0.0,1.0,0.0
185,CBS,86,Mon Jan 01 23:00:02 +0000 2018,"Greyhound bus careened off the highway in Utah, killing a 13-year-old girl and injuring 11 others on Monday… https://t.co/HaMTBMeW8T",-0.6597,0.0,0.794,0.206
186,CBS,87,Mon Jan 01 16:20:01 +0000 2018,"A 2nd suspect has been arrested in the Christmas Eve slaying of a man in Joplin, Missouri: https://t.co/A9s3GG2Afm https://t.co/UwEYYR1zTF",-0.6486,0.0,0.739,0.261
187,CBS,88,Mon Jan 01 12:46:31 +0000 2018,NASA’s engineers are working to bring supersonic travel back to commercial aviation. Just over 70 years after the s… https://t.co/zPqzTHnMs0,0.0,0.0,1.0,0.0
188,CBS,89,Mon Jan 01 09:48:05 +0000 2018,"Americans among 10 killed in car crash in Mexico, authorities say https://t.co/Nn2cO6GPhZ https://t.co/i8yyD3sPg5",-0.802,0.0,0.604,0.396
189,CBS,90,Mon Jan 01 05:02:05 +0000 2018,"""We're going to have a fantastic 2018,"" Trump says at Mar-a-Lago party https://t.co/3VBNXKMFRv https://t.co/Vesi4gYsfE",0.743,0.364,0.636,0.0
190,CBS,91,Mon Jan 01 01:33:07 +0000 2018,Hail and farewell to those we lost in 2017 https://t.co/ivlmE28PxI https://t.co/7CEa1DQUjX,-0.25,0.103,0.714,0.183
191,CBS,92,Sun Dec 31 19:35:27 +0000 2017,"UPDATE: Officer who was killed in Douglas County, Colorado, has been identified as a 29-year-old deputy who joined… https://t.co/9IsKA88SxB",-0.6705,0.0,0.791,0.209
192,CBS,93,Sun Dec 31 14:40:01 +0000 2017,Two protesters taking part in demonstrations roiling Iran were reportedly killed at a rally overnight:… https://t.co/cULnrAPeOW,-0.7506,0.0,0.67,0.33
193,CBS,94,Sun Dec 31 09:33:05 +0000 2017,Police help capture baby seal found wandering on busy road https://t.co/dnmdKOOO4P https://t.co/gEFIi51Era,0.4019,0.197,0.803,0.0
194,CBS,95,Sun Dec 31 04:40:04 +0000 2017,Fear of immigration raids partially to blame for 100-year-old church's closure https://t.co/LGFpbDJZ98 https://t.co/ieTnwpXn9q,-0.6808,0.0,0.663,0.337
195,CBS,96,Sun Dec 31 01:02:08 +0000 2017,Cities around the world warily prep for New Year's Eve amid terrorism fears https://t.co/yKTTxAIMRO https://t.co/vTTbLslN4G,-0.8126,0.0,0.637,0.363
196,CBS,97,Sat Dec 30 19:04:02 +0000 2017,80-year-old Ohio man’s tongue-in-cheek obit blames Cleveland Browns for contributing to his death… https://t.co/9rkcIXKYAD,-0.4019,0.0,0.828,0.172
197,CBS,98,Sat Dec 30 12:33:04 +0000 2017,Goldman Sachs expects $5 billion hit from tax law https://t.co/rRzyNYpDA8 https://t.co/bwoCQJpj3Y,0.0,0.0,1.0,0.0
198,CBS,99,Sat Dec 30 07:33:06 +0000 2017,Wall Street trips on the final day of a rip-roaring 2017 https://t.co/XI6zTVnzwL https://t.co/8ci9pWo6G1,0.0,0.0,1.0,0.0
199,CBS,100,Sat Dec 30 03:08:06 +0000 2017,"Ringo Starr, Bee Gee's Barry Gibb selected for knighthood https://t.co/4JrJZbGUzb https://t.co/KGic8m1cnO",0.0,0.0,1.0,0.0
200,CNN,1,Mon Jan 15 07:22:42 +0000 2018,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/LT2zoPToK1 https://t.co/3BPJa0l4IB,-0.2023,0.0,0.886,0.114
201,CNN,2,Mon Jan 15 03:47:03 +0000 2018,"As a citizen of Norway, I can tell you we're not flattered, but offended by President Trump's eagerness to have us… https://t.co/ABxifbiD8Y",0.6209,0.233,0.701,0.066
202,CNN,3,Mon Jan 15 00:30:13 +0000 2018,Republican Sen. Jeff Flake of Arizona is expected to deliver a floor speech comparing President Trump's attacks on… https://t.co/vgFoMBXH6Z,-0.4404,0.0,0.854,0.146
203,CNN,4,Sun Jan 14 19:00:12 +0000 2018,A deadly earthquake has shaken southern Peru https://t.co/f8ViS6UPT5 https://t.co/s8A2ivDlAD,-0.0772,0.0,0.843,0.157
204,CNN,5,Sun Jan 14 14:11:05 +0000 2018,"Rep. Tulsi Gabbard: “The fact that these processes failed so epically that caused this trauma, caused this terror a… https://t.co/ecg2MDHKTe",-0.8735,0.0,0.631,0.369
205,CNN,6,Sun Jan 14 00:00:28 +0000 2018,It snowed in one of the hottest places in the world https://t.co/8W0bKEHehw https://t.co/jliVuTqTIj,0.0,0.0,1.0,0.0
206,CNN,7,Sat Jan 13 21:25:02 +0000 2018,Hawaii spent 38 uneasy minutes after officials say an incoming ballistic missile alert was sent out in error… https://t.co/OExz8cjE5o,-0.1027,0.101,0.78,0.119
207,CNN,8,Sat Jan 13 19:02:56 +0000 2018,"RT @CNNnewsroom: ""We're still getting to the bottom of the details,"" says Hawaii Democratic Rep. Tulsi Gabbard after a false alert is sent…",0.296,0.095,0.905,0.0
208,CNN,9,Sat Jan 13 16:10:04 +0000 2018,"""I hope to... do some good for humanity"": 20-year-old Florida man claims $450 million lottery jackpot… https://t.co/Q4JHAW80ZC",0.7003,0.279,0.721,0.0
209,CNN,10,Sat Jan 13 12:15:05 +0000 2018,What's sending mysterious repeating fast radio bursts in space? https://t.co/uxpIk9kvAV https://t.co/X8DpU9PW0v,0.0,0.0,1.0,0.0
210,CNN,11,Sat Jan 13 06:45:03 +0000 2018,A record-breaking 22 women are now serving in the US Senate https://t.co/kuXCgdRtWB https://t.co/vngYHgUKWe,0.0,0.0,1.0,0.0
211,CNN,12,Sat Jan 13 02:45:42 +0000 2018,"""My shithole in Africa"": President Trump's reported comments have sparked a global reaction https://t.co/GXKlawvTK0 https://t.co/9InUaFlRrS",0.0,0.0,1.0,0.0
212,CNN,13,Sat Jan 13 00:45:08 +0000 2018,"RT @OutFrontCNN: ""We know he's a racist, he's demonstrated that...he's a racist both in his actions and his words"" - Derrick Johnson, NAACP…",-0.8402,0.0,0.692,0.308
213,CNN,14,Fri Jan 12 22:24:20 +0000 2018,"They're nurses, accountants, students. Some of them come from places that US President Trump has reportedly called… https://t.co/bm24sxEtXq",0.0,0.0,1.0,0.0
214,CNN,15,Fri Jan 12 20:40:06 +0000 2018,"""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back again… https://t.co/PO31h5oITf",0.0094,0.108,0.786,0.106
215,CNN,16,Fri Jan 12 18:20:14 +0000 2018,The number of Norwegians who became US citizens average about 100 a year -- less than .000001 percent of Norway's p… https://t.co/uE4Ub2eG6O,0.0772,0.061,0.939,0.0
216,CNN,17,Fri Jan 12 14:50:07 +0000 2018,A new poll shows Oprah Winfrey with a double-digit lead over President Trump in a would-be 2020 general election ra… https://t.co/7MzxGh4Car,0.0,0.0,1.0,0.0
217,CNN,18,Fri Jan 12 12:07:04 +0000 2018,"After Trump cited disapproval with London's new US embassy as the reason for canceling his visit to the city, Madam… https://t.co/wVmLMAwSZJ",0.0,0.0,1.0,0.0
218,CNN,19,Fri Jan 12 11:10:08 +0000 2018,"US President Donald Trump's blast at immigrants from ""shithole"" countries was a bombshell -- but no one who has wat… https://t.co/GENC62aBqT",-0.4215,0.0,0.872,0.128
219,CNN,20,Fri Jan 12 09:18:45 +0000 2018,Google is doing away with Chrome's parental control program https://t.co/hbvnahahIY https://t.co/Xf3ZdoZQz8,0.0,0.0,1.0,0.0
220,CNN,21,Fri Jan 12 06:01:46 +0000 2018,"33 years after starting his career, the world's oldest football player is not ready to hang up his boots yet.… https://t.co/Ro9qEAeTeB",-0.2755,0.0,0.905,0.095
221,CNN,22,Fri Jan 12 03:54:56 +0000 2018,Google is doing away with Chrome's parental control program https://t.co/mD9E37zbSw https://t.co/hRptsE8OKf,0.0,0.0,1.0,0.0
222,CNN,23,Fri Jan 12 01:13:18 +0000 2018,"""Not racial. Not racially charged. Racist. ... The sentiment the President expressed today is a racist sentiment.""… https://t.co/WBbLnZPGxE",-0.8689,0.0,0.588,0.412
223,CNN,24,Thu Jan 11 22:52:24 +0000 2018,"President Trump expressed frustration behind closed doors with people coming to the US from ""shithole countries,"" a… https://t.co/GxEUC1cE1V",-0.4767,0.0,0.846,0.154
224,CNN,25,Thu Jan 11 20:36:08 +0000 2018,Scientists have discovered a species of dinosaur that was roughly the size of a turkey and roamed between Australia… https://t.co/vQtQ49PM50,0.0,0.0,1.0,0.0
225,CNN,26,Thu Jan 11 17:15:09 +0000 2018,European diplomats urge President Trump to honor Iran nuclear deal https://t.co/RHLJHQaGfQ https://t.co/Hvb29ejeO5,0.4939,0.225,0.775,0.0
226,CNN,27,Thu Jan 11 12:30:14 +0000 2018,What should we have the right to know about a president's health? https://t.co/BExbnnld0l https://t.co/ScmXIVJmls,0.0,0.0,1.0,0.0
227,CNN,28,Thu Jan 11 08:42:12 +0000 2018,"YouTube is punishing one of its most popular creators, Logan Paul, after he posted footage of a dead body to his ch… https://t.co/hWI9UjuFzC",-0.701,0.103,0.633,0.263
228,CNN,29,Thu Jan 11 06:01:05 +0000 2018,What's sending mysterious repeating fast radio bursts in space? https://t.co/vckWkKTrHK https://t.co/nLiVCqhHjf,0.0,0.0,1.0,0.0
229,CNN,30,Thu Jan 11 03:36:03 +0000 2018,"Controversial former Sheriff Joe Arpaio called former President Barack Obama's birth certificate a ""phony document""… https://t.co/Flu23PhkGj",-0.2023,0.0,0.886,0.114
230,CNN,31,Thu Jan 11 01:26:40 +0000 2018,"RT @AC360: Keeping Them Honest: No conclusion about ""no collusion,"" but here are the facts we have so far https://t.co/RcyMS6ngQ1",-0.0129,0.096,0.761,0.143
231,CNN,32,Wed Jan 10 23:26:33 +0000 2018,RT @CNNSitRoom: Sen. Murphy: Trump is going to have to go under oath and tell his side of the story. It’s important. https://t.co/vvw9uRQZ6…,0.2023,0.076,0.924,0.0
232,CNN,33,Wed Jan 10 20:46:02 +0000 2018,"""I still have pain every day, all day"": Sen. Rand Paul says he felt ""the pain of 1,000 knives"" for weeks after the… https://t.co/F05WM7q49t",-0.765,0.0,0.769,0.231
233,CNN,34,Wed Jan 10 18:45:13 +0000 2018,GOP House investigators want James Comey to testify on Clinton email investigation https://t.co/OUQbFjrwE0 https://t.co/gvXBBBkLm4,0.0772,0.091,0.909,0.0
234,CNN,35,Wed Jan 10 15:44:22 +0000 2018,The single most important line from President Trump's Tuesday talk-a-thon | Analysis by @CillizzaCNN… https://t.co/T0TBywSQET,0.2716,0.139,0.861,0.0
235,CNN,36,Wed Jan 10 12:08:09 +0000 2018,"Russia is hindering the fight against ISIS in Syria, an official from the US-led coalition fighting ISIS says… https://t.co/czet52ti5R",-0.6249,0.0,0.769,0.231
236,CNN,37,Wed Jan 10 09:01:02 +0000 2018,"With a net worth of more than $105 billion, Jeff Bezos is now the richest person in history https://t.co/7odjHAuhjU https://t.co/fTWnxiwWOF",0.6486,0.238,0.762,0.0
237,CNN,38,Wed Jan 10 06:01:21 +0000 2018,"Former Republican Senator Rick Santorum: 'I don't support doing DACA, period' https://t.co/fLO5MlHO5J https://t.co/1mGl1Q3f84",-0.3089,0.0,0.842,0.158
238,CNN,39,Wed Jan 10 03:50:56 +0000 2018,".@ananavarro on Trump's bipartisan immigration meeting: ""He is laying this straight on Congress' lap. If they don't… https://t.co/ayqPaNXXJW",0.2789,0.111,0.889,0.0
239,CNN,40,Wed Jan 10 02:11:34 +0000 2018,"RT @AC360: .@jorgeramosnews: ""Republicans control the White House, they control Congress -- if they really, really want the DREAM Act, if t…",0.5951,0.196,0.804,0.0
240,CNN,41,Wed Jan 10 00:46:03 +0000 2018,"Donald Trump 1, Steve Bannon 0 | Analysis by @CillizzaCNN https://t.co/OhZipEIAsL https://t.co/gSZW0HQHr9",0.0,0.0,1.0,0.0
241,CNN,42,Tue Jan 09 22:41:07 +0000 2018,Boeing delivered more jetliners than ever in 2017 https://t.co/btMPhUQ9ej https://t.co/xwV7HKuUzm,0.0,0.0,1.0,0.0
242,CNN,43,Tue Jan 09 20:41:05 +0000 2018,President Trump appeared to contradict himself multiple times in a meeting on immigration with a bipartisan group o… https://t.co/YGNaFxyAtT,-0.3182,0.0,0.874,0.126
243,CNN,44,Tue Jan 09 18:10:54 +0000 2018,"President Trump says he wants bipartisan immigration reform: ""I feel having the Democrats in with us is absolutely… https://t.co/YtqxlWl6Zc",0.0,0.0,1.0,0.0
244,CNN,45,Tue Jan 09 15:00:19 +0000 2018,"How to train, eat and sleep like an Olympic champion https://t.co/IncEwiY60O https://t.co/CG5cdcdxuw",0.7506,0.39,0.61,0.0
245,CNN,46,Tue Jan 09 12:45:56 +0000 2018,"A middle school hosted a ""breakfast with dads"" event, but some school administrators worried about students who did… https://t.co/EM7q1i5jjK",-0.4215,0.0,0.851,0.149
246,CNN,47,Tue Jan 09 08:50:57 +0000 2018,Why is everyone so excited about Nvidia?https://t.co/6bUYYpvDVw https://t.co/efPmPkHMps,0.4795,0.308,0.692,0.0
247,CNN,48,Tue Jan 09 07:07:25 +0000 2018,"""Fire and Fury"" author Michael Wolff says 100 percent of the people around the President believe he's incapable of… https://t.co/oi0TXB8b3o",-0.8271,0.0,0.661,0.339
248,CNN,49,Tue Jan 09 05:01:09 +0000 2018,"The world's most punctual airports and airlines in 2018, revealed https://t.co/sWGVe6l3EM https://t.co/NBZpIkGS1R",0.0,0.0,1.0,0.0
249,CNN,50,Tue Jan 09 03:25:08 +0000 2018,"""They're liars."" Michael Wolff, author of the bombshell book ""Fire and Fury,"" says White House staff aren't being t… https://t.co/RsA3spFvTE",-0.34,0.0,0.888,0.112
250,CNN,51,Tue Jan 09 02:21:06 +0000 2018,President Donald Trump has tasked chief of staff John Kelly with shepherding his immigration proposals through Cong… https://t.co/XZjr81vYdH,0.0,0.0,1.0,0.0
251,CNN,52,Tue Jan 09 00:12:39 +0000 2018,House Minority Leader Nancy Pelosi gave mixed reviews about whether Oprah is the right candidate for Democrats to p… https://t.co/7StEV39KX5,0.0,0.0,1.0,0.0
252,CNN,53,Mon Jan 08 22:15:10 +0000 2018,"Meet Kathryn Smith, the first woman to become a full-time coach in the NFL.

#BossFiles with @PoppyHarlowCNN: 

Lis… https://t.co/DeAwBuIWZX",0.0,0.0,1.0,0.0
253,CNN,54,Mon Jan 08 20:10:03 +0000 2018,Here's what Oprah Winfrey said at the Golden Globes last night https://t.co/oJ7E60GG4j https://t.co/uLfVv6EqVR,0.0,0.0,1.0,0.0
254,CNN,55,Mon Jan 08 17:10:11 +0000 2018,Billionaire Democratic megadonor Tom Steyer says he is not running for office in 2018 but will spend $30 million on… https://t.co/v5xdC74n9M,0.0,0.0,1.0,0.0
255,CNN,56,Mon Jan 08 13:10:04 +0000 2018,"""I want all the girls watching here, now, to know that a new day is on the horizon!"": Read Oprah Winfrey's rousing… https://t.co/5MAXNKZR8L",0.1511,0.07,0.93,0.0
256,CNN,57,Mon Jan 08 10:30:25 +0000 2018,Comedian Stephen Colbert extends Trump satire into animated realm https://t.co/dd3dxw1aur https://t.co/KWNG1QEaF9,0.4767,0.313,0.687,0.0
257,CNN,58,Mon Jan 08 07:15:21 +0000 2018,Cold weather in Florida has caused frozen iguanas to fall from trees https://t.co/AAKSdZ0GSk https://t.co/WBbDIyaepg,0.0,0.0,1.0,0.0
258,CNN,59,Mon Jan 08 04:44:03 +0000 2018,"Oprah Winfrey may have squashed speculation of a potential presidential bid in 2020, but #GoldenGlobes host Seth Me… https://t.co/JSp8DMaWWl",0.0,0.0,1.0,0.0
259,CNN,60,Mon Jan 08 03:27:22 +0000 2018,RT @CNNent: Oprah Winfrey electrifies the #GoldenGlobes while accepting a lifetime achievement award. https://t.co/bz86uJApg0 https://t.co/…,0.7269,0.337,0.663,0.0
260,CNN,61,Mon Jan 08 02:05:51 +0000 2018,Hollywood didn't just show up at the #GoldenGlobes intent on making a statement about women -- it also honored them. https://t.co/Xxb15ekJoc,0.5859,0.167,0.833,0.0
261,CNN,62,Mon Jan 08 00:30:56 +0000 2018,"Seth Meyers will host the 75th Annual Golden Globe Awards, where roughly 90 members of the Hollywood Foreign Press… https://t.co/K7nhL8VbXP",0.4588,0.136,0.864,0.0
262,CNN,63,Sun Jan 07 18:45:14 +0000 2018,Saudi Arabia arrests 11 princes protesting cuts to perks https://t.co/i1txXespuD https://t.co/Jjb7O0O5qM,-0.7845,0.0,0.503,0.497
263,CNN,64,Sun Jan 07 14:41:33 +0000 2018,"Rep. Adam Schiff says he believes the Justice Department is investigating the Clinton Foundation at the ""badgering""… https://t.co/CPklqqzjuU",0.5267,0.167,0.833,0.0
264,CNN,65,Sun Jan 07 07:30:17 +0000 2018,Pope Francis is having cards printed and distributed showing a 1945 photo of victims of the nuclear bombing of Naga… https://t.co/kt2KZCRBrt,-0.3182,0.0,0.892,0.108
265,CNN,66,Sat Jan 06 22:45:04 +0000 2018,Should Democrats shake President Trump's hand and make this deal? https://t.co/O7Gv0CGthy (via @CNNOpinion) https://t.co/QtUP7mHJZ2,0.3612,0.189,0.71,0.101
266,CNN,67,Sat Jan 06 17:55:39 +0000 2018,"Democratic mega-donor and billionaire environmentalist Tom Steyer has purchased a copy of ""Fire and Fury"" for every… https://t.co/tTG8qjeKMa",-0.7269,0.0,0.711,0.289
267,CNN,68,Sat Jan 06 14:55:10 +0000 2018,"Ahead of the Golden Globes,  ""Fashion Police"" host Melissa Rivers says addressing #MeToo at the awards ceremony wil… https://t.co/qwrqhWXMN7",0.4588,0.143,0.857,0.0
268,CNN,69,Sat Jan 06 07:00:07 +0000 2018,The World Health Organization is planning to recognize gaming disorder as a mental health condition… https://t.co/20RDTTFtl6,-0.4019,0.0,0.838,0.162
269,CNN,70,Sat Jan 06 01:40:10 +0000 2018,"How good the market under President Trump really is, in one chart https://t.co/FpqZbphGYe https://t.co/fFPa8i3sJs",0.4404,0.182,0.818,0.0
270,CNN,71,Fri Jan 05 21:50:08 +0000 2018,"Rep. Elijah Cummings was admitted to the hospital for a bacterial infection in his knee, his office has announced… https://t.co/RGKgL39aen",0.1027,0.072,0.928,0.0
271,CNN,72,Fri Jan 05 18:52:05 +0000 2018,"Secretary of State Rex Tillerson: ""I intend to be here for the whole year"" https://t.co/Cj1A0edDnt https://t.co/DqTudYPTTM",0.0,0.0,1.0,0.0
272,CNN,73,Fri Jan 05 14:06:52 +0000 2018,The US economy added more than 2 million jobs in 2017. The unemployment rate stayed at 4.1%. https://t.co/4S9yAw3HZX https://t.co/r6tYIDfYVb,-0.4404,0.0,0.854,0.146
273,CNN,74,Fri Jan 05 08:30:37 +0000 2018,Toshiba's disastrous foray into the US nuclear business is coming to an end -- the Japanese conglomerate is selling… https://t.co/3fe3iUXrsq,-0.5994,0.0,0.83,0.17
274,CNN,75,Fri Jan 05 04:30:07 +0000 2018,Researchers have revealed two vulnerabilities in computer processors affecting billions of devices around the world… https://t.co/gecBIftGrl,-0.1531,0.0,0.904,0.096
